レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026080101010301,2026.8.1,土,札幌,1札3,1,,未勝利,ダート,1000,,2,稍(暫定),曇(暫定),12,10:00,,馬齢,３歳
6,,12,,,,,アルマデオロ,,牡,4,4,7,5,函館,T,2600,良,1,1,横津岳Ｈ･2勝,35.1,逃げ,9,5,2,東京,T,2400,良,3,4,２勝ｸﾗｽ,34.4,先行,3,4,11,阪神,T,2400,良,3,2,明石特別･2勝,33.8,逃げ,22,11,9,京都,T,2400,重,6,2,２勝ｸﾗｽ,35.5,先行,7,9,21,阪神,T,2400,良,6,6,神戸新聞G2,33.6,先行,7
7,,13,,,,,エルフストラック,,牝,5,10,5,23,京都,T,2000,良,4,9,シドニー･3勝,35.0,先行,3,5,2,新潟,D,1800,重,2,8,三条Ｓ･3勝,39.3,逃げ,6,3,22,中山,D,1800,良,1,7,２勝ｸﾗｽ・牝,38.6,先行,3,2,28,阪神,D,1800,良,2,8,２勝ｸﾗｽ・牝,38.0,逃げ,4,1,31,小倉,D,1700,良,5,4,平尾台特･2勝,38.1,先行,10
7,,14,,,,,ディヴァインスター,,牡,4,11,5,16,東京,T,2400,良,11,12,六社Ｓ･3勝,34.9,先行,9,3,14,阪神,T,1800,良,7,7,難波Ｓ･3勝,33.3,後方,3,2,22,東京,T,2000,良,7,11,ＪＣ２Ｈ･3勝,34.5,中団,9,12,21,中京,T,2000,稍,1,4,名古屋日･2勝,35.6,先行,8,10,26,新潟,T,2000,稍,1,1,１勝ｸﾗｽ,34.5,先行,4
8,,15,,,,,エゾダイモン,,牡,6,13,5,3,東京,T,2000,良,11,16,府中Ｓ･3勝,34.3,後方,3,4,12,阪神,T,2000,良,6,14,京橋ＳＨ･3勝,34.0,中団,8,2,14,京都,T,2000,良,9,12,飛鳥Ｓ･3勝,35.6,後方,3,1,25,小倉,T,1800,良,4,10,壇之浦Ｓ･3勝,33.7,差し,22,8,23,札幌,T,2000,良,9,4,WASJ第２･3勝,37.8,先行,4
8,B,16,,,,,ディーガレジェンド,,牡,5,12,5,10,京都,T,2400,良,10,6,烏丸ＳＨ･3勝,34.8,先行,3,4,19,中山,T,2200,良,3,8,サンシＨ･3勝,34.4,先行,3,3,28,中京,T,2200,良,1,7,ターフオ･2勝,33.7,逃げ,2,3,14,中京,T,2000,良,8,5,茶臼山高･2勝,35.7,先行,5,2,7,京都,T,2000,良,5,4,２勝ｸﾗｽ,35.7,逃げ,3
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026080101010312,2026.8.1,土,札幌,1札3,12,大倉山特別,2勝,ダート,1700,,4,稍(暫定),曇(暫定),14,16:00,牝,定量,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,キャットテイル,,牝,4,5,6,28,函館,D,1700,稍,1,4,１勝ｸﾗｽ・牝,37.2,先行,5,5,24,新潟,D,1200,稍,6,6,１勝ｸﾗｽ・若,37.4,先行,4,4,25,東京,D,1400,稍,8,2,１勝ｸﾗｽ・牝,38.3,逃げ,2,4,12,福島,D,1700,良,3,2,１勝ｸﾗｽ・牝,38.3,先行,10,2,1,小倉,D,1700,良,1,10,１勝ｸﾗｽ・牝,38.1,先行,4
2,,2,,,,,エンプレスフレーム,,牝,4,4,7,4,函館,D,1700,良,7,14,竜飛崎特･2勝,38.5,中団,6,5,23,東京,D,1600,稍,10,16,２勝ｸﾗｽ・牝,36.4,先行,7,4,4,中山,D,1800,重,13,10,千葉日報･2勝,39.5,中団,14,12,28,中山,D,1800,良,13,12,ハッピー･2勝,43.5,中団,7,11,9,福島,D,1700,良,9,5,河北新報･2勝,38.8,先行,9
3,,3,,,,,エアニゲラ,,牝,4,4,7,4,函館,D,1700,良,5,7,竜飛崎特･2勝,38.9,先行,3,6,14,函館,D,1700,良,3,3,津軽海Ｈ･2勝,37.8,逃げ,9,4,11,阪神,D,1800,重,1,2,１勝ｸﾗｽ・牝,37.3,逃げ,4,3,14,阪神,D,1800,良,1,5,１勝ｸﾗｽ・牝,38.8,逃げ,4,2,15,京都,D,1800,良,12,7,１勝ｸﾗｽ,40.3,先行,10
4,B,4,,,,,タマモカンパネラ,,牝,4,5,6,28,函館,D,1700,稍,8,5,渡島特別･2勝,38.2,中団,5,5,23,東京,D,1600,稍,8,6,２勝ｸﾗｽ・牝,36.0,中団,4,4,25,東京,D,1600,稍,6,6,２勝ｸﾗｽ,36.3,中団,4,3,28,中山,D,1800,重,1,1,１勝ｸﾗｽ・牝,38.2,逃げ,7,2,7,東京,D,1600,良,2,1,１勝ｸﾗｽ・牝,36.6,差し,11
5,B,5,,,,,ハヤブサオヒメサマ,,牝,4,7,6,13,函館,D,1700,稍,1,9,１勝ｸﾗｽ,37.9,追込,7,4,25,福島,D,1700,良,6,13,１勝ｸﾗｽ,38.1,先行,6,3,15,中京,D,1400,良,9,10,１勝ｸﾗｽ・牝,37.0,中団,9,1,12,京都,D,1400,良,14,8,１勝ｸﾗｽ,37.4,後方,3,12,20,中京,D,1400,稍,3,7,１勝ｸﾗｽ・牝,37.6,先行,2
6,,6,,,,,カスバートテソーロ,,牝,4,14,4,26,福島,D,1700,良,11,9,尾瀬特別･2勝,38.6,後方,2,4,12,福島,D,1700,良,1,4,１勝ｸﾗｽ・牝,37.9,先行,10,1,31,東京,D,2100,良,11,7,１勝ｸﾗｽ,39.1,中団,3,1,12,中山,D,1800,良,10,3,１勝ｸﾗｽ・牝,40.5,先行,3,12,20,中京,D,1800,稍,2,5,１勝ｸﾗｽ,38.1,差し,4
7,,7,,,,,ユージュアーナ,,牝,4,5,6,28,函館,D,1700,稍,3,4,渡島特別･2勝,37.6,先行,9,4,26,福島,D,1700,良,1,2,１勝ｸﾗｽ・牝,38.3,先行,4,3,28,阪神,D,1400,良,4,4,１勝ｸﾗｽ・牝,37.5,先行,連,3,21,中京,D,1400,良,4,12,１勝ｸﾗｽ,37.3,先行,13,12,20,中京,D,1400,稍,11,6,１勝ｸﾗｽ・牝,37.5,後方,2
8,B,8,,,,,エーリアル,,牝,5,10,5,23,東京,D,1600,稍,13,8,２勝ｸﾗｽ・牝,36.7,中団,9,3,22,中山,D,1800,良,11,12,２勝ｸﾗｽ・牝,40.8,後方,5,2,14,東京,D,1600,良,5,9,２勝ｸﾗｽ,37.1,先行,4,1,18,中山,D,1800,良,5,2,２勝ｸﾗｽ・牝,40.2,先行,31,6,15,阪神,D,1800,重,5,2,逆瀬川特･2勝,38.4,先行,3
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026080104020301,2026.8.1,土,新潟,2新3,1,,未勝利,芝,1000,A,0,稍(暫定),曇(暫定),18,09:50,,馬齢,２歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,セイリュウ,,牡,2,3,7,11,福島,T,1200,良,2,2,新馬,35.5,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,,,,,コスモルトチェコ,,牡,2,2,7,19,福島,T,1200,良,6,15,新馬,35.7,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,3,,,,,エレガントステップ,,牝,2,4,7,5,福島,T,1200,良,11,9,新馬,35.8,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,4,,,,,フォーエバーブルー,,牝,2,7,6,13,東京,T,1400,良,7,8,新馬,35.1,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,5,,,,,サザンキンレンカ,,牝,2,連,7,25,新潟,D,1200,稍,7,13,新馬,39.6,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,6,,,,,ブレイヴアーサー,,牡,2,6,6,21,函館,T,1200,良,10,4,新馬,37.0,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,7,,,,,ドリームユー,,牝,2,2,7,19,福島,T,1200,良,11,11,新馬,36.9,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,8,,,,,クールストラッチン,,牝,2,7,6,13,函館,T,1200,稍,9,7,新馬,36.5,逃げ,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,9,,,,,スペシャルサンクス,,牝,2,5,6,28,福島,T,1200,良,3,9,新馬・牝,35.8,逃げ,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,10,,,,,エストレアボニータ,,牝,2,4,7,5,福島,T,1200,良,3,7,新馬,36.8,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,11,,,,,エバーメテオ,,牡,2,5,6,27,福島,T,1200,良,10,4,新馬,37.3,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026080104020302,2026.8.1,土,新潟,2新3,2,,新馬,芝,1800,A,2,稍(暫定),曇(暫定),18,10:20,,馬齢,２歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,アニエーネ,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,,,,,シェーンリヒト,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,3,,,,,ホウオウモノポリー,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,4,,,,,コスモイェーガー,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,5,,,,,テングカゼ,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,6,,,,,セイウンサイフィー,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,7,,,,,ピュアレスト,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,8,,,,,マイネルサリーレ,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026080104020303,2026.8.1,土,新潟,2新3,3,,新馬,芝,1400,A,2,稍(暫定),曇(暫定),18,10:50,,馬齢,２歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ラスティレッド,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,,,,,ニシノアトール,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,3,,,,,ボーデコール,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,4,,,,,フジサンインフレ,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,B,5,,,,,ノワールブレイブ,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,6,,,,,ラフエルガ,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,7,,,,,ヴォルールドクール,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,8,,,,,ランドフォートレス,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,9,,,,,ティーシュペランサ,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,10,,,,,ニシノタカオ,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,11,,,,,ウィルステート,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,12,,,,,マルスフィス,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,13,,,,,ノーセット,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,14,,,,,サイモンオリエント,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,15,,,,,ラヴトリガー,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,16,,,,,セイカタカキヤチク,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,17,,,,,ビーズスティンガー,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,18,,,,,ヴォーチェカノーラ,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026080104020304,2026.8.1,土,新潟,2新3,4,,未勝利,ダート,1800,,4,稍(暫定),曇(暫定),15,11:20,牝,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,B,1,,,,,メジロピオラ,,牝,3,連,7,25,新潟,D,1800,稍,2,4,未勝利・牝,40.0,差し,12,5,2,新潟,D,1800,不,13,7,未勝利・牝,45.1,中団,2,4,19,福島,D,1700,良,13,3,未勝利・牝,41.2,中団,3,3,28,中京,D,1800,稍,2,7,未勝利・牝,39.0,先行,3,3,7,中山,T,2000,稍,16,5,未勝利・牝,37.2,後方,16
2,B,2,,,,,レディソフィア,,牝,3,7,6,13,東京,D,1600,重,10,6,未勝利・牝,39.2,先行,2,5,31,東京,D,1600,良,4,7,未勝利・牝,39.0,逃げ,3,5,10,東京,D,1600,良,5,14,未勝利・牝,38.8,逃げ,7,3,22,中京,D,1400,良,12,15,未勝利,38.9,後方,8,1,25,中山,D,1800,良,16,12,新馬,45.4,後方,初
2,,3,,,,,ユニバーサルラヴ,,牝,3,2,7,19,福島,D,1700,良,3,2,未勝利・牝,39.8,先行,4,6,20,東京,D,1600,不,3,11,未勝利・牝,37.0,先行,3,5,31,東京,D,1400,良,8,10,未勝利,38.0,中団,9,3,29,中山,D,1200,稍,8,4,未勝利,38.9,中団,13,12,27,中山,D,1200,稍,4,4,新馬,38.7,差し,初
3,,4,,,,,ハニーアンバー,,牝,3,10,5,23,東京,D,1600,重,8,11,未勝利・牝,37.2,後方,3,5,2,東京,D,1400,重,7,11,未勝利・牝,37.2,後方,12,2,10,東京,T,1600,良,13,12,新馬,34.4,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
3,,5,,,,,プロミスライン,,牝,3,5,6,28,福島,D,1700,良,6,4,未勝利,38.2,中団,7,5,10,新潟,T,1800,良,10,10,未勝利・牝,34.4,後方,11,2,21,東京,T,2400,良,9,12,未勝利,35.4,中団,4,1,25,中山,T,2000,良,8,10,新馬,34.7,中団,初,,,,,,,,,,,,
4,B,6,,,,,タマモチョコチップ,,牝,3,3,7,11,福島,D,1700,良,3,2,未勝利・牝,38.2,差し,4,6,13,東京,D,1600,重,3,3,未勝利・牝,37.1,差し,6,5,2,東京,D,1400,重,6,4,未勝利・牝,37.6,後方,10,2,21,東京,D,1400,良,6,13,未勝利・牝,36.7,後方,17,10,25,東京,D,1600,稍,12,10,新馬,37.5,後方,初
4,,7,,,,,インチジオーネ,,牝,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,8,,,,,ドナソラーレ,,牝,3,4,7,5,福島,D,1700,良,4,5,未勝利・牝,39.6,差し,3,6,13,東京,D,1600,重,5,13,未勝利・牝,38.1,中団,8,4,18,福島,D,1700,良,8,14,未勝利,38.4,中団,7,3,4,川崎,D,1400,不,3,7,アクア,----,先行,10,12,21,中山,D,1800,不,9,14,未勝利*,39.1,後方,6
5,,9,,,,,ジュンサク,,牝,3,14,4,26,東京,D,1300,稍,11,15,未勝利,38.7,中団,2,4,12,中山,D,1200,稍,12,10,未勝利,39.1,後方,3,3,21,中山,D,1200,良,7,14,未勝利・牝,39.0,中団,12,12,28,中山,D,1800,良,16,8,新馬,47.7,後方,初,,,,,,,,,,,,
6,,10,,,,,フィクセルリリア,,牝,3,32,12,20,中山,D,1800,良,11,4,未勝利・牝*,41.8,中団,2,12,6,中山,D,1800,良,2,3,未勝利・牝*,40.3,先行,10,9,27,中山,T,1600,良,9,8,新馬,34.7,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
6,B,11,,,,,アジュアカレンツ,,牝,3,3,7,11,福島,D,1700,良,4,6,未勝利・牝,38.9,先行,5,6,6,東京,D,1600,稍,9,4,未勝利・牝,39.0,後方,4,5,10,東京,D,1400,良,4,4,未勝利,37.5,差し,4,4,11,中山,D,1200,重,5,5,未勝利,37.6,中団,9,2,7,東京,D,1300,良,7,5,未勝利,37.7,後方,9
7,,12,,,,,ノアレジェンド,,牝,3,6,6,20,東京,D,1400,不,10,14,未勝利・牝,36.0,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,13,,,,,イデアクリスタル,,牝,3,11,5,17,東京,D,1600,良,3,4,未勝利・牝,37.7,追込,2,5,3,東京,D,1600,稍,12,2,未勝利・牝,38.7,中団,9,3,1,中山,D,1800,稍,5,3,未勝利・牝,41.1,中団,4,2,1,東京,D,1600,良,4,6,未勝利・牝,37.2,追込,3,1,11,中山,D,1800,良,6,3,未勝利・牝,40.5,中団,2
8,,14,,,,,アースアクシス,,牝,3,10,5,24,新潟,T,2000,稍,14,8,未勝利,37.8,後方,10,3,14,中山,D,1800,良,9,2,未勝利・牝,40.7,先行,9,1,10,中山,D,1800,良,3,2,新馬・牝,41.0,先行,初,,,,,,,,,,,,,,,,,,,,,,,,
8,,15,,,,,ブルージンジャー,,牝,3,6,6,21,東京,D,1600,不,5,10,未勝利,36.4,中団,7,5,3,東京,T,1600,良,9,11,未勝利,34.1,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026080104020305,2026.8.1,土,新潟,2新3,5,,未勝利,ダート,1200,,2,稍(暫定),曇(暫定),15,11:50,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,B,1,,,,,バル,,牡,3,10,5,23,新潟,D,1800,稍,12,13,未勝利・若,43.0,中団,6,4,12,中山,D,1800,稍,8,11,未勝利,40.1,中団,3,3,22,中山,D,1200,良,11,8,未勝利,39.0,中団,8,1,25,中山,D,1200,良,10,3,未勝利,40.5,先行,3,1,5,中山,D,1200,稍,5,10,未勝利,38.2,先行,3
2,,2,,,,,レイズレガシー,,牡,3,6,6,20,東京,D,1400,不,3,2,未勝利,35.9,差し,2,6,6,東京,D,1400,稍,2,3,未勝利,36.8,差し,3,5,16,東京,D,1300,良,3,4,未勝利,36.0,差し,2,5,3,東京,D,1400,稍,7,4,未勝利,37.6,中団,7,3,14,中山,D,1800,良,6,6,未勝利,40.7,先行,3
2,,3,,,,,エリースノー,,牝,3,4,7,5,福島,D,1150,良,4,5,未勝利,36.8,差し,4,6,7,東京,D,1400,良,3,3,未勝利・牝,38.1,先行,2,5,24,東京,D,1400,稍,3,9,未勝利・牝,37.7,差し,5,4,18,福島,D,1150,良,7,11,未勝利,36.9,後方,8,2,21,小倉,T,1200,良,11,14,未勝利・牝,35.4,先行,15
3,,4,,,,,ヴィスクレス,,牡,3,7,6,14,東京,D,1300,稍,4,3,未勝利,35.4,差し,連,6,7,東京,D,1300,良,4,2,未勝利,36.6,差し,3,5,16,東京,D,1300,良,2,6,未勝利,36.3,差し,3,4,26,東京,D,1300,稍,8,3,未勝利,38.7,先行,8,2,28,中山,D,1200,重,5,1,未勝利,37.1,中団,2
3,,5,,,,,ジーティーニッツァ,,牡,3,14,4,25,福島,D,1150,良,4,9,未勝利,37.1,先行,10,2,15,東京,D,1300,良,6,9,未勝利,38.1,先行,4,1,17,中山,D,1200,良,4,14,未勝利,38.7,先行,4,12,21,中山,D,1200,不,8,13,未勝利*,38.1,中団,8,10,26,東京,D,1400,不,12,14,未勝利*,39.0,先行,2
4,,6,,,,,シェリアドレ,,牝,3,4,7,5,福島,D,1150,良,3,3,未勝利,36.9,差し,12,4,11,中山,T,1600,良,9,3,未勝利,35.6,先行,12,1,17,中山,T,2000,良,13,4,未勝利,36.2,逃げ,4,12,21,中山,T,1800,重,3,7,未勝利・牝*,35.0,先行,12,9,27,中山,T,1600,良,7,5,未勝利*,35.3,後方,10
4,,7,,,,,ペイシャダンシング,,牝,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,B,8,,,,,シュンポシオン,,牡,3,8,6,7,東京,D,1300,良,15,13,未勝利,40.9,先行,8,4,12,福島,T,1200,良,13,13,未勝利,35.5,後方,21,11,15,東京,D,1600,良,12,11,未勝利*,40.9,中団,連,11,8,東京,D,1300,良,9,7,新馬,37.8,中団,初,,,,,,,,,,,,
5,,9,,,,,ロンバスブレス,,牝,3,6,6,20,東京,D,1400,不,5,2,未勝利・牝,36.7,中団,2,6,7,東京,D,1400,良,4,2,未勝利・牝,38.0,差し,3,5,17,新潟,D,1200,良,5,9,未勝利・牝,38.3,中団,初,,,,,,,,,,,,,,,,,,,,,,,,
6,,10,,,,,ヒラボクキャンティ,,牝,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,11,,,,,ウィズアバウンス,,牝,3,10,5,23,新潟,T,2400,稍,16,14,未勝利,39.2,後方,5,4,18,福島,T,1800,良,12,8,未勝利・若,36.1,後方,12,1,25,中山,T,2000,良,7,9,新馬,35.2,先行,初,,,,,,,,,,,,,,,,,,,,,,,,
7,,12,,,,,サクラドール,,牡,3,6,6,20,東京,D,1400,不,2,1,未勝利,36.4,逃げ,3,5,30,東京,D,1400,良,2,1,未勝利,36.8,先行,3,5,10,東京,D,1400,良,3,3,未勝利,37.9,先行,3,4,18,中山,D,1800,良,7,6,未勝利,38.8,逃げ,3,3,28,中山,D,1800,重,4,3,未勝利,39.0,逃げ,15
