レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026092206040701,2026.9.22,火,中山,4中7,1,,未勝利,障害(直線ダ),2880,,,不(暫定),雨(暫定),14,09:45,,定量,３上
3,,5,,,,,サノノワンダー,,牡,4,16,5,30,京都,D,1800,良,15,6,桃山ＳＨ･3勝,36.8,後方,6,4,19,中山,D,1800,良,1,1,利根川特･2勝,37.9,先行,8,2,22,東京,D,2100,良,6,2,２勝ｸﾗｽ,37.4,中団,4,1,24,中山,D,1800,良,2,2,初霞賞･2勝,38.8,先行,3,1,5,中山,D,1800,稍,2,2,初茜賞･2勝,39.0,先行,7
3,,6,,,,,タンゴバイラリン,,セ,5,17,5,24,東京,D,2100,稍,14,11,丹沢ＳＨ･3勝,36.3,後方,7,4,5,中山,D,1800,重,4,5,アリエＨ･3勝,37.4,差し,10,1,24,京都,D,1900,良,15,13,下鴨Ｓ･3勝,37.5,中団,3,1,4,中山,D,1800,稍,7,6,招福Ｓ･3勝,38.7,中団,12,10,11,京都,D,1900,良,12,9,御陵ＳＨ･3勝,38.4,後方,11
4,,7,,,,,オレデイイノカ,,牡,8,7,8,1,新潟,D,1800,稍,11,15,柳都ＳＨ･3勝,38.8,中団,8,6,6,東京,D,1400,良,外,--,麦秋ＳＨ･3勝,----,,9,4,5,中山,D,1800,重,9,15,アリエＨ･3勝,39.1,先行,11,1,17,中山,D,1800,良,15,13,アレキＨ･3勝,38.3,後方,6,12,7,中山,D,1800,良,7,13,市川ＳＨ･3勝,38.3,先行,6
4,,8,,,,,ブロッケンボウ,,牡,5,70,5,17,東京,T,2400,稍,11,6,六社Ｓ･3勝,39.8,逃げ,5,4,12,阪神,T,2000,良,11,12,京橋ＳＨ･3勝,35.9,先行,17,12,15,中京,T,2200,良,1,2,一宮特別･2勝,35.5,逃げ,4,11,16,東京,T,2400,良,5,5,南武特別･2勝,35.1,逃げ,4,10,20,京都,T,2200,良,4,4,清滝特別･2勝,35.9,先行,10
5,B,9,,,,,ラオラシオン,,セ,5,16,5,30,京都,D,1800,良,10,13,桃山ＳＨ･3勝,36.4,中団,8,4,5,中山,D,1800,重,6,6,アリエＨ･3勝,37.9,中団,4,3,8,中山,D,1800,稍,1,12,２勝ｸﾗｽ,39.3,先行,3,2,14,東京,D,1600,良,12,12,２勝ｸﾗｽ,37.7,中団,16,10,25,新潟,D,1800,良,11,8,菅名岳特･2勝,39.4,中団,9
5,,10,,,,,ブルータス,,牡,4,7,8,1,新潟,D,1800,稍,14,5,柳都ＳＨ･3勝,39.6,中団,34,12,6,中山,D,1800,良,1,1,鹿島特別･2勝,38.0,差し,6,10,25,新潟,D,1800,良,3,4,菅名岳特･2勝,36.6,差し,6,9,15,中山,T,2200,良,9,12,セントラG2,35.3,中団,8,7,20,福島,D,1700,良,1,1,１勝ｸﾗｽ,37.0,先行,3
6,,11,,,,,ダカラフェスティヴ,,牝,4,10,7,12,福島,D,1700,稍,7,7,天の川Ｓ･3勝,37.2,後方,7,5,24,東京,D,2100,稍,11,9,丹沢ＳＨ･3勝,35.5,後方,3,5,2,東京,D,2100,稍,12,4,是政Ｓ･3勝,37.0,後方,6,3,21,中山,D,1800,良,2,8,韓国馬事･3勝,36.9,追込,10,1,12,中山,D,2400,良,1,8,成田特別･2勝,38.6,差し,4
6,,12,,,,,リフレックス,,牡,3,10,7,12,福島,D,1700,稍,2,1,天の川Ｓ･3勝,37.1,先行,2,6,27,福島,D,1700,稍,1,3,いわき特･2勝,36.8,先行,8,5,3,東京,D,1400,稍,1,3,１勝ｸﾗｽ*,36.4,先行,10,2,21,東京,D,1400,良,3,4,１勝ｸﾗｽ*,37.3,差し,2,2,7,東京,D,1400,良,4,8,１勝ｸﾗｽ*,37.5,逃げ,13
7,,13,,,,,ハッスルダンク,,セ,6,10,7,12,福島,D,1700,稍,9,10,天の川Ｓ･3勝,37.8,後方,18,3,7,中山,D,1800,重,11,11,上総Ｓ･3勝,39.2,後方,7,1,17,中山,D,1800,良,4,11,アレキＨ･3勝,37.2,差し,22,8,16,札幌,D,1700,良,5,12,報知杯Ｈ･3勝,36.8,後方,17,4,19,中山,D,1800,良,9,11,下総Ｓ･3勝,38.3,後方,6
7,,14,,,,,レディーフランシス,,牝,4,19,5,10,東京,D,1600,良,12,7,立夏ＳＨ･3勝,36.5,後方,16,1,18,中山,D,1800,良,1,3,２勝ｸﾗｽ・牝,38.0,ﾏｸﾘ,8,11,23,東京,D,1600,良,7,6,２勝ｸﾗｽ,36.0,中団,8,9,27,中山,D,1800,良,1,2,１勝ｸﾗｽ・牝,36.5,差し,10,7,19,福島,D,1700,良,7,3,１勝ｸﾗｽ・牝,37.3,後方,14
8,B,15,,,,,ゲキザル,,牡,7,5,8,15,札幌,D,1700,良,2,6,報知杯Ｈ･3勝,37.4,差し,5,7,12,福島,D,1700,稍,4,9,天の川Ｓ･3勝,37.0,差し,連,7,4,福島,D,1150,稍,8,8,ＴＵＦ杯･3勝,36.0,後方,9,5,3,京都,D,1400,稍,9,12,東大路Ｈ･3勝,36.7,後方,9,2,28,中山,D,1200,稍,14,8,春風ＳＨ･3勝,36.6,後方,7
8,B,16,,,,,ルーラーリッチ,,セ,6,5,8,16,新潟,D,1800,良,1,13,瀬波温泉･2勝,38.9,先行,2,8,2,新潟,D,1800,良,9,13,苗場特別･2勝,38.6,中団,9,5,30,東京,D,2100,良,8,15,２勝ｸﾗｽ,39.0,後方,7,4,12,中山,D,2400,良,7,10,印西特Ｈ･2勝,38.3,中団,6,2,28,中山,D,1800,稍,5,15,２勝ｸﾗｽ,38.2,中団,7
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026092206040712,2026.9.22,火,中山,4中7,12,,1勝,ダート,1200,,2,不(暫定),雨(暫定),16,16:10,,定量,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,キイチムーブメント,,セ,3,7,8,5,船橋,D,1600,良,1,3,ナティ,----,先行,6,6,20,東京,D,1400,不,6,6,未勝利,36.9,先行,9,4,21,浦和,D,1400,良,3,4,ツイン,----,差し,2,4,5,中山,D,1200,不,5,6,未勝利,36.4,後方,3,3,14,中山,D,1200,良,6,14,未勝利,37.4,後方,8
1,,2,,,,,ロードストラダーレ,,牡,3,7,8,1,新潟,T,1200,良,17,8,１勝ｸﾗｽ,35.8,中団,15,4,19,阪神,D,1200,良,14,13,１勝ｸﾗｽ*,38.7,先行,3,3,29,中山,D,1200,稍,4,11,１勝ｸﾗｽ*,37.7,逃げ,3,3,7,中山,D,1200,重,15,12,１勝ｸﾗｽ*,39.7,後方,15,11,23,東京,D,1300,良,1,7,未勝利*,37.5,先行,4
2,B,3,,,,,フュルスティン,,牝,3,7,8,2,新潟,D,1200,良,9,4,１勝ｸﾗｽ・牝,37.8,中団,19,3,22,中山,D,1200,良,11,8,１勝ｸﾗｽ*,38.3,後方,11,1,4,中山,D,1200,稍,1,1,未勝利・牝,38.9,先行,2,12,21,中山,D,1200,不,2,2,未勝利*,36.6,差し,2,12,6,中山,D,1800,良,11,2,未勝利・牝*,43.1,逃げ,15
2,,4,,,,,デルマエアロール,,牝,4,7,8,1,新潟,D,1200,稍,11,11,１勝ｸﾗｽ,38.5,先行,12,5,10,新潟,D,1200,良,14,13,１勝ｸﾗｽ・牝,38.7,後方,3,4,18,福島,D,1150,良,7,9,１勝ｸﾗｽ・牝,38.0,先行,15,1,4,中山,D,1200,稍,15,4,１勝ｸﾗｽ・牝,39.4,先行,3,12,13,中京,D,1200,良,4,11,１勝ｸﾗｽ・牝,37.1,逃げ,8
3,,5,,,,,アレーティア,,牝,4,6,8,8,新潟,D,1800,良,12,11,１勝ｸﾗｽ・牝,40.6,中団,7,6,21,阪神,D,1400,重,11,12,１勝ｸﾗｽ,38.4,後方,30,11,22,京都,D,1800,良,13,4,１勝ｸﾗｽ・牝,39.2,中団,6,10,13,京都,D,1400,良,6,8,１勝ｸﾗｽ・牝,38.6,先行,15,6,29,函館,D,1700,良,9,5,１勝ｸﾗｽ,42.1,先行,2
3,,6,,,,,カシノリアーナ,,牝,3,3,8,29,新潟,T,1400,稍,18,16,１勝ｸﾗｽ,36.0,後方,8,7,4,福島,T,1200,良,14,12,１勝ｸﾗｽ・牝,34.6,後方,6,5,23,新潟,T,1000,稍,10,16,はやぶさ･1勝,33.6,後方,4,4,25,福島,T,1200,良,12,15,雪うさぎ･1勝,35.1,後方,12,1,31,小倉,T,1200,良,1,18,未勝利・若,34.2,差し,14
4,,7,,,,,アルマグラース,,牝,4,4,8,23,新潟,T,1000,良,12,16,１勝ｸﾗｽ,32.7,後方,22,3,22,中京,D,1200,良,14,15,１勝ｸﾗｽ,38.8,中団,4,2,22,小倉,T,1200,良,16,18,１勝ｸﾗｽ・牝,34.8,後方,3,1,31,小倉,T,1200,良,14,16,１勝ｸﾗｽ,34.5,後方,17,10,5,東京,T,1400,良,17,18,１勝ｸﾗｽ,34.1,中団,4
4,,8,,,,,ホウオウガイア,,牝,4,8,7,26,新潟,T,1000,不,14,10,１勝ｸﾗｽ,35.4,後方,6,6,13,東京,T,1400,良,11,12,１勝ｸﾗｽ,34.1,後方,7,4,26,福島,T,1200,良,7,6,１勝ｸﾗｽ,33.5,後方,9,2,22,小倉,T,1200,良,14,7,１勝ｸﾗｽ・牝,34.8,中団,10,12,13,中京,T,1200,良,9,8,１勝ｸﾗｽ,33.2,中団,4
5,,9,,,,,アルシャンティ,,牝,4,3,8,29,新潟,T,1400,稍,12,17,１勝ｸﾗｽ,36.8,先行,18,4,25,福島,T,1800,良,12,14,１勝ｸﾗｽ・牝,37.5,先行,12,1,31,小倉,T,1200,良,15,9,１勝ｸﾗｽ,34.4,後方,11,11,16,盛岡,D,1400,良,1,1,Ｃ１　,----,先行,4,10,20,盛岡,D,1400,稍,1,1,Ｃ１七,----,先行,2
5,,10,,,,,カサブランカキッド,,牡,6,4,8,23,新潟,D,1200,良,12,9,１勝ｸﾗｽ,36.1,後方,10,6,16,川崎,D,1500,稍,4,3,ジュー,----,差し,5,5,10,東京,D,1300,良,6,5,１勝ｸﾗｽ,36.0,後方,3,4,19,中山,D,1200,良,4,10,１勝ｸﾗｽ,36.6,差し,9,2,14,京都,D,1400,稍,8,12,１勝ｸﾗｽ,37.4,後方,2
6,,11,,,,,エコロバロン,,牡,3,6,8,9,新潟,D,1200,良,11,12,１勝ｸﾗｽ,37.5,後方,10,5,31,東京,D,1400,良,10,7,１勝ｸﾗｽ*,36.5,後方,8,4,4,中山,D,1200,稍,1,3,未勝利,37.0,差し,3,3,14,中山,D,1200,良,3,4,未勝利,37.4,差し,8,1,17,中山,D,1200,良,6,4,未勝利,39.1,中団,2
6,,12,,,,,ソードスレイプニル,,牝,3,3,8,29,新潟,T,1400,稍,5,3,１勝ｸﾗｽ,35.4,中団,16,5,9,新潟,T,1200,良,1,3,未勝利・若,35.7,差し,11,2,22,阪神,D,1200,良,6,8,未勝利,36.2,後方,2,2,7,東京,D,1300,良,9,9,未勝利,38.9,中団,10,11,30,東京,D,1400,良,13,11,未勝利*,38.8,後方,2
7,,13,,,,,ジェイエルキャリア,,牡,3,10,7,11,福島,D,1150,良,5,4,１勝ｸﾗｽ,36.4,中団,4,6,13,東京,D,1400,稍,3,9,１勝ｸﾗｽ,35.7,先行,12,3,22,中山,D,1200,良,9,9,１勝ｸﾗｽ*,38.1,中団,6,2,7,東京,D,1400,良,7,13,１勝ｸﾗｽ*,36.4,後方,13,11,9,東京,D,1400,稍,12,10,オキザリ･1勝,38.7,中団,3
7,,14,,,,,エフエイト,,牡,5,4,8,23,新潟,D,1200,良,7,11,１勝ｸﾗｽ,36.0,中団,9,6,21,東京,D,1400,重,8,10,１勝ｸﾗｽ,35.0,後方,9,4,19,中山,D,1200,良,8,5,１勝ｸﾗｽ,37.0,中団,7,2,28,阪神,D,1400,良,7,9,１勝ｸﾗｽ,37.3,中団,9,12,28,中山,D,1200,良,7,1,１勝ｸﾗｽ,37.9,後方,2
8,,15,,,,,シルバードン,,牡,4,2,9,5,中山,D,1200,重,2,12,１勝ｸﾗｽ,36.6,先行,2,8,23,新潟,D,1200,良,9,13,１勝ｸﾗｽ,35.9,後方,13,5,23,東京,D,1400,稍,11,15,１勝ｸﾗｽ,35.4,後方,7,4,5,中山,D,1200,重,9,12,１勝ｸﾗｽ,37.4,中団,2,3,21,中山,D,1200,良,10,10,１勝ｸﾗｽ,37.6,中団,17
8,,16,,,,,ノースブルースカイ,,牝,3,7,8,1,新潟,D,1200,稍,外,--,１勝ｸﾗｽ,----,,21,3,7,中山,D,1200,重,14,11,１勝ｸﾗｽ*,40.6,中団,3,2,14,東京,D,1400,良,1,3,新馬,37.1,逃げ,初,,,,,,,,,,,,,,,,,,,,,,,,
